,iteration_qEHVI,iteration_qNEHVI,iteration_random,gap,zpve
899,,,,0.1565,0.117186
900,,,,0.2453,0.16392
901,,,,0.272,0.19284
902,,,,0.2587,0.106057
903,,,,0.2365,0.158651
904,,,,0.2769,0.169989
905,11.0,,,0.3726,0.174209
906,,,,0.2196,0.13789
907,,,,0.3233,0.208981
908,,,,0.2877,0.169598
909,,,,0.263,0.1592
910,,,,0.2135,0.144123
911,,,,0.1966,0.13418
912,,,,0.2261,0.178018
913,,,,0.2517,0.173724
914,,,,0.2883,0.167262
915,,,,0.1706,0.076669
916,,,,0.2592,0.156004
917,,,,0.2613,0.185391
918,,,,0.2618,0.170639
919,,,,0.3128,0.197632
920,,,,0.2925,0.179396
921,,,,0.2979,0.128167
922,,,,0.2657,0.122313
923,,,,0.2202,0.13555
924,,,,0.2621,0.148803
925,,,,0.1802,0.137747
926,,,,0.2499,0.133624
927,,,,0.3164,0.157206
928,,,,0.2457,0.159865
929,,,11.0,0.2329,0.201102
930,,,,0.3042,0.124515
931,,,,0.2494,0.146612
932,,,,0.2119,0.147184
933,,,,0.2842,0.145468
934,,,,0.2756,0.134169
935,,,,0.2794,0.157032
936,,,,0.2673,0.133728
937,,,,0.2717,0.131473
938,,,,0.2416,0.160136
939,,,,0.2752,0.179832
940,,,,0.2808,0.144423
941,,,,0.2676,0.149734
942,,,,0.2472,0.14613
943,,,,0.3095,0.214485
944,,,,0.3122,0.184443
945,,,,0.2381,0.123676
946,,,,0.2267,0.156564
947,,,,0.1563,0.125261
948,,,,0.1842,0.06555
949,,,,0.2731,0.171279
950,,,,0.2209,0.179459
951,,,,0.2137,0.137417
952,,,,0.3018,0.176291
953,0.0,0.0,0.0,0.3036,0.180451
954,,,,0.1839,0.13798
955,,,,0.2545,0.124326
956,,,,0.1437,0.093204
957,,,,0.2273,0.114032
958,,,,0.251,0.18307
959,,,,0.2057,0.109221
960,,,,0.2267,0.179246
