,iteration_qEHVI,iteration_qNEHVI,iteration_random,gap,zpve
879,,,,0.2479,0.136224
880,,,,0.241,0.137133
881,,,,0.2185,0.131487
882,,,,0.2743,0.148434
883,,7.0,,0.3145,0.215208
884,,,,0.2267,0.137914
885,,,,0.2617,0.112759
886,,,,0.2142,0.180515
887,,,,0.2125,0.138683
888,,,,0.3034,0.195112
889,,,,0.1638,0.113345
890,,,,0.3092,0.157642
891,,,,0.2556,0.119425
892,,,,0.2549,0.112589
893,,,,0.2499,0.081388
894,,5.0,,0.3361,0.227441
895,,,,0.2737,0.11887
896,,,,0.2279,0.179197
897,,,,0.2767,0.13523
898,,,,0.2541,0.090625
899,,,,0.3195,0.183044
900,,,,0.2369,0.132604
901,,,,0.2258,0.144588
902,,,,0.2113,0.146198
903,,,,0.2169,0.136019
904,,,,0.2835,0.151883
905,,,,0.3117,0.17138
906,,,,0.2546,0.181985
907,,,,0.2671,0.149438
908,,,,0.2639,0.136814
909,,,,0.1877,0.101516
910,,,,0.2691,0.171488
911,,,,0.1612,0.146399
912,0.0,0.0,0.0,0.3265,0.203904
913,,,,0.2193,0.182535
914,,,,0.1899,0.113255
915,,,,0.3092,0.156838
916,,,,0.2748,0.134615
917,,,,0.1762,0.140119
918,,,,0.1946,0.1598
919,,,,0.2657,0.122313
920,,,,0.1429,0.098217
921,,,,0.2282,0.095741
922,,,,0.1773,0.135112
923,0.0,0.0,0.0,0.1564,0.138209
924,,,,0.2317,0.10036
925,,,,0.2459,0.134512
926,,,,0.2831,0.159761
927,,,,0.2104,0.125671
928,,,,0.2015,0.149574
929,,,2.0,0.3184,0.1813
930,,19.0,,0.3083,0.188709
931,,,,0.2716,0.157992
932,,,,0.2845,0.180964
933,,,,0.2931,0.147976
934,,,,0.352,0.159352
935,,,,0.212,0.182023
936,,,,0.2195,0.12505
937,,,36.0,0.2864,0.170589
938,,,,0.237,0.113785
939,,,45.0,0.1984,0.099842
940,,,,0.2788,0.130539
941,,,,0.2062,0.099743
942,0.0,0.0,0.0,0.2237,0.112606
943,,,,0.2042,0.137544
944,,,,0.2079,0.130462
945,,,,0.33,0.18702
946,,,,0.2728,0.168575
947,,,,0.2492,0.159435
948,,,,0.2588,0.103827
949,,,,0.2931,0.203639
950,,46.0,,0.2733,0.194081
951,,,,0.3134,0.171331
952,0.0,0.0,0.0,0.2071,0.109656
